date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:27:07	185186/185186	---M--	200	added ('OK')	image/png	etag:%221152f3151b00ba2b9776919db03e454c%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9d3ab51f06dcb4bdf6595_streetu%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9d3ab51f06dcb4bdf6595_streetu%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:07	66961/66961	---M--	200	added ('OK')	image/png	etag:%223ba18169d3c01b136a36a664426bd408%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9d408f05b1f29c5ee7307_Frame-1-2%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9d408f05b1f29c5ee7307_Frame-1-2%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:08	150758/150758	---M--	200	added ('OK')	image/png	etag:%228fb2d7ff61802507abbe97b7f08955db%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9d43d400c941a3b7c2e40_vets-now%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9d43d400c941a3b7c2e40_vets-now%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:08	175693/175693	---M--	200	added ('OK')	image/png	etag:%228590f2b24cf195aac16e9fda5102589e%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64ecdcef454aef61404a4801_64e9d43d400c941a3b7c2e40_vets-now%201%20(1).png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64ecdcef454aef61404a4801_64e9d43d400c941a3b7c2e40_vets-now%201%20(1).png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:09	2099/2099	---M--	200	added ('OK')	image/png	etag:%22bb4867760280309534f44d5b2d0a35ef%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9dbd54c3a30b4060b0912_github-logo-white%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9dbd54c3a30b4060b0912_github-logo-white%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:09	1914/1914	---M--	200	added ('OK')	image/png	etag:%22c0e4b19d1c5b3dad13195d3f17a3f5af%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9dad915d6f195cb71c62e_stripe-logo-png-1%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9dad915d6f195cb71c62e_stripe-logo-png-1%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:10	3006/3006	---M--	200	added ('OK')	image/png	etag:%227aaa6f1d9ca54a22254b011b9250bb00%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9dacc10713e77f6032fa5_logos-Bitbucket-889x128%402x-white%202.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9dacc10713e77f6032fa5_logos-Bitbucket-889x128@2x-white%202.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:10	2396/2396	---M--	200	added ('OK')	image/png	etag:%22754437cfd3b3fdef69158b85bb458761%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9daa5e764544da8845d52_confluence-logo-black-and-white%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9daa5e764544da8845d52_confluence-logo-black-and-white%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:11	2682/2682	---M--	200	added ('OK')	image/png	etag:%22b519f7c79c19870427cc07c33a326c24%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9da93691846d290f22702_codebase-2%20(1)%20(1)%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9da93691846d290f22702_codebase-2%20(1)%20(1)%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:11	3110/3110	---M--	200	added ('OK')	image/png	etag:%2230ca9f31fca72ec1fcb19563149861d8%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9da857af8da9c4538d841_azure-white%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9da857af8da9c4538d841_azure-white%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:12	2595/2595	---M--	200	added ('OK')	image/png	etag:%223b5739baf8a3574f3eebede67830251d%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9dafc2bb40124e1288420_wceu2021-sponsor-10web%20(1)%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64e9dafc2bb40124e1288420_wceu2021-sponsor-10web%20(1)%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:12	11554/11554	---M--	200	added ('OK')	image/png	etag:%22fa2b22c0d8f1d40b0137ec84016b6002%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb305fa1e0779103e0d555_Logo%20Icon%20Final%204.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb305fa1e0779103e0d555_Logo%20Icon%20Final%204.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:13	3225/3225	---M--	200	added ('OK')	image/png	etag:%22d5af5fca0f7d23011faa9f0bbfe156ab%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb30729bb6eb2b289a436d_6119d9897e15e38d7e0c8bea_52.svg.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb30729bb6eb2b289a436d_6119d9897e15e38d7e0c8bea_52.svg.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:14	1408/1408	---M--	200	added ('OK')	image/png	etag:%22ece8566c0ec74da4ee2c9dd2afa066da%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb329f811b07c6caebe2d3_611a9e387d080fa68df0f888_Group%252048.svg.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb329f811b07c6caebe2d3_611a9e387d080fa68df0f888_Group%2048.svg.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:14	30103/30103	---M--	200	added ('OK')	image/png	etag:%22e9ceafc08813f3fbebd2f7877abef2c3%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64ecd5c3ad8ea3a487c65847_impressao-digital.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64ecd5c3ad8ea3a487c65847_impressao-digital.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:14	132890/132890	---M--	200	added ('OK')	image/png	etag:%22198c33aef3304c77f65d14120897ecb5%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb34567769fd870ebbdb73_Screenshot%202023-07-05%20190711%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb34567769fd870ebbdb73_Screenshot%202023-07-05%20190711%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:15	521791/521791	---M--	200	added ('OK')	image/png	etag:%22c0d464eba6d372e861c5239be0d8f3a8%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb3462c4994338414a376f_Screenshot%202023-07-05%20191514%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb3462c4994338414a376f_Screenshot%202023-07-05%20191514%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:16	327096/327096	---M--	200	added ('OK')	image/png	etag:%223fe6e88840332582249337cd7d245ce2%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb346d7769fd870ebbea05_Screenshot%202023-07-05%20191725%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb346d7769fd870ebbea05_Screenshot%202023-07-05%20191725%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:16	365797/365797	---M--	200	added ('OK')	image/png	etag:%226dfedbc95fe88a6949cb76c19edebba2%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb34778e5ecaab5fb23652_Screenshot%202023-07-05%20191908%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb34778e5ecaab5fb23652_Screenshot%202023-07-05%20191908%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:16	19981/19981	---M--	200	added ('OK')	image/png	etag:%2207c39406c28eb02aca5d29c8572b343e%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb34ec476b7618fe21e130_Logo%20Icon%20Final%207.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb34ec476b7618fe21e130_Logo%20Icon%20Final%207.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:17	1001/1001	---M--	200	added ('OK')	image/png	etag:%22b4cfe3905b7d0409e1340e62e97c6dae%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb361edbce9b580c383740_615891285c041081e934ae15_google-2015%25201.svg.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb361edbce9b580c383740_615891285c041081e934ae15_google-2015%201.svg.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:17	977/977	---M--	200	added ('OK')	image/png	etag:%22bcfe8de3847f7ca57d119c6d76d3382c%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb362d57140c36d56d0ed7_5f66affae8ee516bf496883a_Group%25204.svg.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb362d57140c36d56d0ed7_5f66affae8ee516bf496883a_Group%204.svg.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:18	1288/1288	---M--	200	added ('OK')	image/png	etag:%22fc0aa90c1f8f0d27c4047e60149c0115%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb36aa57140c36d56d6f5d_5f66affae8ee51ab6296883d_Group%25207.svg.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb36aa57140c36d56d6f5d_5f66affae8ee51ab6296883d_Group%207.svg.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:19	1285/1285	---M--	200	added ('OK')	image/png	etag:%22c4b0e90406902cbedb874f9125d0bc8b%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb36484443d947590023b0_5f66affae8ee51081496883e_verizon_new.svg.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb36484443d947590023b0_5f66affae8ee51081496883e_verizon_new.svg.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:19	1536/1536	---M--	200	added ('OK')	image/png	etag:%220cdcbcef034842d27eceb2639453b239%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb3656476b7618fe22d3f5_5f66affae8ee51f97596883c_Asset%25202.svg.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb3656476b7618fe22d3f5_5f66affae8ee51f97596883c_Asset%202.svg.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:20	4165/4165	---M--	200	added ('OK')	image/png	etag:%22fb729f4428c1fff3ccff802b1e87389b%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb53189bb6eb2b28b4650a_611abc817f5b796fe72d04e4_Group%252028.svg.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb53189bb6eb2b28b4650a_611abc817f5b796fe72d04e4_Group%2028.svg.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:20	2639/2639	---M--	200	added ('OK')	image/png	etag:%2260f6dbdd03b141a442058edf5412f754%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64ecd6582b00e284dfd37b6a_sinal-de-seta-para-baixo-para-navegar.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64ecd6582b00e284dfd37b6a_sinal-de-seta-para-baixo-para-navegar.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:21	30473/30473	---M--	200	added ('OK')	image/png	etag:%22a5151c66d6f89de30288e1ab6bddfac2%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb6a40d04155015b7f1ade_Tropical%20tech%20logo%20completo%20final%20sem%20bg_grande%201.png	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/64eb6a40d04155015b7f1ade_Tropical%20tech%20logo%20completo%20final%20sem%20bg_grande%201.png	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:21	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=64e39c4187e5e46d8772e7ba	C:/Users/felip/Downloads/webflow/TTwebflow/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c85688.js	(from https://tropicals-stellar-site-0d5875.webflow.io/)
14:27:21	240679/240679	---M-Z	200	added ('OK')	text/javascript	etag:%224efc7e608cd24fb002a7efd5104c4f9a%22	https://uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/js/webflow.2e073c9b0.js	C:/Users/felip/Downloads/webflow/TTwebflow/uploads-ssl.webflow.com/64e39c4187e5e46d8772e7ba/js/webflow.2e073c9b0.js	(from https://tropicals-stellar-site-0d5875.webflow.io/)
